Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Texas Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Texas Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Texas Tape C,Consolidated Tape C
20250912,"1,009.0","239.1","4.6","19.2","32.0","4,723.8","71.3","434.8","30.5","11.9","16.0","2,877.6","160.1","919.1","7.7","30.7","38.0","9,284.3"
20250911,"1,172.4","307.8","5.8","22.8","16.7","5,492.6","84.8","456.8","23.1","14.2","16.8","2,814.6","160.4","1,160.4","8.5","33.2","28.2","10,461.0"
20250910,"1,111.0","286.2","6.3","23.6","19.2","5,391.3","91.9","469.3","26.0","13.9","21.9","2,928.7","160.5","1,131.5","7.3","27.7","26.3","9,470.8"
20250909,"1,014.9","253.4","6.3","21.6","23.6","4,900.6","81.4","491.3","30.9","13.2","22.2","2,999.8","133.2","993.6","7.0","26.8","23.4","8,246.1"
20250908,"1,126.7","262.8","6.3","25.9","23.7","5,368.7","80.5","447.1","26.7","12.6","15.6","2,708.0","131.3","912.1","6.6","26.6","20.9","8,719.1"
20250905,"1,064.9","249.9","5.6","22.7","12.3","5,131.6","113.9","589.6","25.6","17.2","16.5","3,466.2","151.5","884.9","7.1","26.5","22.8","8,584.5"
20250904,"1,019.5","236.5","4.8","22.8","16.3","4,759.3","77.5","424.2","23.0","13.8","15.9","2,645.0","127.6","723.4","5.6","25.0","25.5","7,561.0"
20250903,"1,025.1","219.0","4.9","22.1","11.5","4,575.6","86.7","487.7","29.6","13.0","19.8","3,036.8","124.0","766.8","5.2","25.3","23.7","7,675.3"
20250902,"1,079.7","249.1","5.3","26.2","24.2","4,848.8","99.9","607.9","31.5","17.4","12.8","3,397.0","137.5","921.9","6.6","28.7","17.1","8,369.5"
20250829,"1,107.5","191.8","4.7","19.6","20.4","4,292.7","86.2","484.7","24.6","15.0","9.4","2,916.0","127.9","777.0","6.1","26.8","19.8","7,961.5"
20250828,"949.4","213.2","5.4","19.1","21.6","4,371.8","75.6","388.2","19.6","14.2","22.9","2,376.7","126.1","948.6","5.9","24.0","16.8","8,047.6"
20250827,"964.2","201.0","6.0","18.6","16.4","4,281.1","72.3","419.5","25.7","14.4","13.5","2,600.2","114.6","954.7","7.1","24.9","21.6","8,485.4"
20250826,"1,488.0","208.3","5.9","19.9","15.6","4,986.4","69.8","374.3","23.9","12.6","20.0","2,382.5","145.3","915.4","7.6","27.9","34.1","9,237.4"
20250825,"913.2","217.9","4.9","19.2","12.7","4,147.8","65.3","380.1","23.7","12.5","7.7","2,301.6","130.5","931.4","6.4","25.7","28.3","8,732.3"
20250822,"1,090.8","255.4","5.8","25.4","15.7","5,124.0","138.6","603.4","30.0","21.8","13.0","3,496.9","165.6","1,054.5","8.1","34.0","24.8","9,649.4"
20250821,"897.9","203.4","4.5","16.7","13.5","4,111.0","82.2","386.4","19.0","12.4","12.0","2,437.0","114.1","693.3","5.2","19.2","16.3","6,750.1"
20250820,"1,008.2","220.4","4.4","20.2","14.9","4,555.3","108.8","516.6","25.8","17.4","16.8","3,203.0","144.0","841.1","5.7","25.2","27.4","8,061.6"
20250819,"967.7","216.4","4.5","20.4","22.4","4,511.6","90.3","429.9","23.6","14.5","8.3","2,820.2","136.5","1,002.0","6.8","26.1","20.5","8,774.9"
20250818,"1,004.2","194.0","4.1","19.2","18.6","4,239.8","65.4","404.7","24.0","11.3","10.3","2,462.8","116.8","1,021.5","5.8","24.3","32.9","8,513.3"
20250815,"1,146.5","223.5","5.0","20.0","28.7","4,670.1","86.7","628.4","52.3","13.6","28.2","3,728.3","131.6","868.0","7.4","25.5","46.7","8,442.9"
20250814,"983.4","225.3","5.8","20.4","16.2","4,611.6","90.3","469.3","23.7","14.2","20.7","2,880.6","147.0","1,095.4","8.8","26.5","24.5","9,436.0"
20250813,"1,206.0","269.0","6.7","23.6","10.5","5,299.6","98.8","477.4","31.0","16.4","21.5","3,066.1","147.8","890.6","8.9","28.6","35.6","9,004.7"
20250812,"1,107.2","274.3","6.5","24.4","10.6","5,250.4","95.7","483.2","24.3","18.0","18.9","2,935.0","139.1","902.8","8.4","26.1","27.7","8,637.3"
20250811,"1,050.1","246.1","4.9","23.2","12.0","4,804.6","76.3","410.6","26.5","13.3","14.0","2,730.0","134.4","1,053.5","8.4","26.2","21.6","9,377.0"
20250808,"1,039.5","254.4","5.5","22.0","14.5","4,843.4","86.6","419.9","25.2","16.4","13.6","2,678.4","126.7","1,032.3","8.9","24.3","31.0","8,901.6"
20250807,"1,173.3","287.2","6.7","23.6","11.7","5,409.6","105.3","573.7","24.8","15.8","23.0","3,087.3","142.5","1,021.1","9.2","26.2","27.4","9,251.8"
20250806,"1,204.1","278.9","7.7","25.5","18.9","5,502.5","82.5","468.4","23.8","14.7","12.3","2,811.0","132.7","925.8","7.9","27.7","29.2","8,846.4"
20250805,"1,195.0","283.2","6.1","24.3","18.9","5,662.7","88.5","434.0","22.1","15.1","11.2","2,726.3","127.0","883.4","6.4","24.5","21.4","8,320.2"
20250804,"1,097.6","235.5","5.5","22.5","11.6","4,914.3","76.9","480.9","20.1","14.1","19.8","2,852.3","120.0","730.5","7.2","22.2","17.3","7,652.2"
20250801,"1,252.2","308.0","6.9","27.1","24.3","5,891.3","149.7","694.9","23.0","22.9","19.9","4,024.3","157.7","1,052.0","7.4","27.9","29.5","9,901.0"
20250731,"1,491.4","311.1","7.7","26.6","30.2","6,164.5","131.2","630.7","27.0","18.4","19.9","3,671.4","148.1","1,162.7","8.3","27.2","33.6","10,333.1"
20250730,"1,174.3","274.8","7.3","25.5","16.5","5,462.5","109.6","527.1","21.7","17.9","11.6","3,003.5","137.0","1,154.8","8.3","28.4","21.2","9,821.0"
20250729,"1,086.9","260.9","7.6","23.9","20.3","5,163.3","87.7","476.7","21.9","17.2","11.8","2,916.9","129.4","1,194.6","7.7","28.0","26.5","10,370.8"
20250728,"1,025.3","216.8","6.4","20.5","17.3","4,625.7","72.2","383.5","22.3","14.0","10.7","2,405.9","116.9","1,370.8","7.6","24.6","27.1","11,126.2"
20250725,"950.4","218.0","6.0","20.6","19.9","4,528.4","71.5","351.2","19.4","12.4","13.5","2,357.3","124.6","1,358.3","10.4","25.4","36.8","11,371.1"
20250724,"1,132.6","269.7","6.2","24.2","14.0","5,355.1","83.5","402.1","22.4","14.7","16.7","2,592.4","144.6","1,490.3","9.7","33.4","24.5","13,418.8"
20250723,"1,184.5","293.5","7.9","25.4","25.8","5,745.7","93.3","474.6","23.6","16.8","15.7","2,948.3","147.9","1,202.4","9.9","32.3","30.9","11,500.0"
20250722,"1,256.9","302.8","8.0","24.1","20.4","5,731.1","101.5","447.2","27.5","18.1","14.9","2,924.7","160.2","1,265.7","10.5","35.2","26.8","11,002.2"
20250721,"1,079.5","255.8","5.7","22.0","29.7","5,089.0","87.3","423.4","27.4","16.1","16.4","2,762.0","167.1","1,464.9","11.1","37.6","30.1","12,460.4"
20250718,"1,270.0","263.2","5.4","22.5","27.7","5,245.7","99.5","446.1","35.6","16.5","19.0","3,009.5","144.8","953.6","7.5","31.5","52.7","9,627.3"
20250717,"1,206.7","280.1","7.1","25.4","17.1","5,577.0","91.1","404.0","34.0","16.7","14.1","2,812.1","167.0","1,026.2","8.3","34.0","26.7","10,236.4"
20250716,"1,133.8","257.4","6.7","24.1","18.5","5,242.8","142.4","517.1","27.7","21.7","12.5","3,370.1","153.5","1,173.9","8.3","30.4","21.6","9,433.8"
20250715,"1,133.2","258.8","7.5","23.7","16.7","5,226.9","122.8","531.6","27.4","19.4","24.2","3,288.9","136.4","925.4","8.4","26.7","20.0","8,683.4"
20250714,"1,058.5","235.0","6.6","23.8","17.2","4,771.1","91.6","409.9","26.4","15.3","12.3","2,682.6","128.3","913.0","7.7","24.3","16.9","8,224.8"
20250711,"1,039.2","239.9","5.9","22.6","17.1","4,725.2","91.1","432.2","28.7","14.7","18.9","2,700.2","115.9","981.0","7.2","25.7","24.6","8,385.1"
20250710,"1,107.1","315.1","6.6","25.6","15.7","5,462.4","87.3","465.3","29.2","14.5","30.0","2,982.5","136.3","1,297.6","7.9","27.7","16.3","10,123.2"
20250709,"1,081.4","243.0","5.9","22.3","19.6","4,903.2","91.4","533.8","35.4","15.1","16.0","3,298.1","127.9","1,103.2","7.4","26.2","32.4","10,277.5"
20250708,"1,242.0","314.5","7.1","25.9","20.5","5,831.5","104.6","472.8","24.7","14.9","19.9","2,903.0","134.9","850.6","7.0","29.3","17.7","8,648.4"
20250707,"1,154.4","277.1","6.7","24.1","15.0","5,306.8","98.4","456.9","24.0","15.5","13.6","2,900.2","131.2","929.3","7.0","26.3","24.5","8,539.3"
20250703,"682.5","179.3","4.7","14.9","12.0","3,427.6","59.0","296.0","15.9","9.7","8.4","1,822.0","93.7","715.6","6.6","18.0","20.3","6,328.0"
20250702,"1,199.8","275.3","7.7","24.9","13.7","5,752.6","100.1","451.8","22.4","15.5","21.0","2,965.5","143.1","833.6","7.5","25.3","16.4","8,603.5"
20250701,"1,272.6","350.2","7.2","23.7","20.0","6,375.4","116.5","529.0","26.0","16.0","10.1","3,308.2","154.1","853.6","6.9","27.9","29.6","8,871.7"
20250630,"1,482.0","283.9","6.5","25.0","24.2","5,919.0","87.2","475.3","30.9","15.5","16.6","3,038.3","135.1","789.2","6.7","24.7","42.1","8,524.2"
20250627,"2,945.3","287.8","7.2","23.6","21.6","8,599.4","92.1","462.4","164.3","16.1","21.6","3,323.1","137.4","839.9","7.9","25.5","32.0","12,115.9"
20250626,"1,152.9","270.6","6.6","22.6","23.3","5,388.5","71.8","379.5","19.8","14.4","30.4","2,530.4","133.1","899.7","7.5","25.2","27.5","8,599.1"
20250625,"1,105.0","284.1","6.6","22.1","23.3","5,252.0","80.5","391.7","20.8","13.3","21.4","2,621.5","141.7","914.9","8.3","21.4","23.7","8,571.2"
20250624,"1,241.9","269.5","6.6","23.1","23.9","5,566.2","91.0","479.5","28.6","16.7","31.8","3,188.8","142.6","872.3","7.1","23.8","25.3","8,569.8"
20250623,"1,282.7","278.4","7.0","23.1","23.8","5,698.7","110.4","661.9","43.9","20.3","20.9","4,039.9","149.2","988.5","7.9","28.4","23.8","9,373.0"
20250620,"3,073.9","239.5","6.9","21.9","20.8","7,640.8","81.0","520.6","140.5","16.3","31.7","3,268.7","125.6","907.4","8.2","23.0","50.7","10,299.3"
20250618,"1,169.0","222.7","7.1","18.6","18.4","5,198.4","85.0","571.4","31.1","14.9","16.6","3,416.3","120.5","849.6","7.8","22.5","12.9","8,088.6"
20250617,"1,132.0","229.6","6.8","20.5","10.1","5,053.2","85.5","484.2","26.5","15.5","15.8","3,018.6","126.8","988.8","7.4","21.6","13.8","8,843.7"
20250616,"1,151.1","242.8","7.4","21.3","11.9","5,175.4","84.6","514.3","32.9","15.6","17.5","3,217.2","124.6","1,289.8","8.8","22.7","15.5","9,949.6"
20250613,"1,152.6","266.8","6.8","23.0","15.7","5,367.5","109.6","645.4","29.8","18.0","27.3","3,767.2","134.9","1,182.7","7.5","24.2","20.9","9,326.8"
20250612,"1,002.2","228.7","6.5","19.5","25.6","4,763.5","73.5","424.4","25.9","12.1","22.5","2,607.3","114.3","2,774.6","7.2","21.1","12.8","17,043.0"
20250611,"1,077.7","245.9","6.4","21.5","17.2","5,184.9","81.2","624.6","28.3","14.0","15.5","3,667.2","134.8","1,884.7","7.5","23.6","15.0","12,119.5"
20250610,"1,018.9","222.6","6.5","20.2","13.1","4,922.1","73.4","435.6","23.7","13.4","19.5","2,750.7","133.8","1,609.0","8.0","24.9","18.1","11,608.6"
20250609,"1,033.9","219.2","6.2","20.6","11.5","4,767.7","75.4","470.4","26.5","14.7","14.3","2,949.9","141.0","1,169.7","7.6","26.3","17.4","9,962.6"
20250606,"937.8","201.4","5.3","19.0","19.4","4,428.7","78.5","466.2","31.2","15.5","13.7","2,908.9","131.8","725.1","6.2","22.2","18.2","7,452.0"
20250605,"1,062.5","246.2","5.7","21.9","15.3","5,177.7","93.8","564.4","29.2","18.6","17.6","3,425.8","143.1","925.6","6.8","28.6","21.6","9,082.5"
20250604,"1,032.2","219.8","5.8","21.7","12.6","4,836.2","72.4","409.7","25.7","13.4","15.3","2,652.5","127.1","791.0","6.3","22.2","20.8","7,883.6"
20250603,"1,093.4","228.0","6.8","20.3","10.9","5,116.1","80.0","418.6","24.8","15.0","12.5","2,740.2","134.9","868.8","7.3","23.5","17.3","8,277.6"
20250602,"1,053.4","218.8","6.4","20.4","19.5","4,898.2","85.9","521.6","27.4","15.1","13.7","3,213.2","121.8","796.2","7.2","22.2","16.8","7,918.3"
20250530,"2,091.1","242.8","5.9","23.3","12.9","6,616.2","98.1","657.7","28.3","16.7","16.5","3,665.3","134.1","887.9","6.9","23.9","30.5","9,588.1"
20250529,"997.7","213.7","5.3","18.6","22.8","4,642.6","88.4","457.8","18.2","11.2","22.1","2,777.4","130.1","1,489.6","7.8","21.7","27.6","11,301.5"
20250528,"1,011.6","231.9","5.3","20.0","20.1","4,756.8","79.9","400.4","22.5","10.5","20.4","2,609.2","127.2","1,198.4","6.2","19.7","17.4","8,842.5"
20250527,"1,151.3","266.8","5.7","22.3","16.3","5,481.4","81.2","428.9","25.3","11.8","8.9","2,722.6","143.8","1,024.6","7.5","25.0","13.1","9,125.1"
20250523,"1,004.5","225.2","5.1","19.1","12.6","4,730.4","95.1","478.7","22.9","11.5","9.7","2,924.5","137.2","1,174.0","6.7","20.3","27.0","9,122.4"
20250522,"1,068.9","240.3","6.1","20.5","17.4","5,209.8","79.9","438.1","18.1","11.4","10.6","2,704.7","151.6","969.1","7.4","23.8","32.1","8,565.8"
20250521,"1,164.3","252.2","6.2","21.0","18.9","5,337.3","92.6","501.0","21.6","12.6","10.9","3,121.8","144.6","1,682.0","7.4","26.6","19.8","11,446.9"
20250520,"987.7","221.7","5.3","18.9","31.1","4,508.7","70.4","383.1","21.7","9.3","11.7","2,767.5","128.5","1,198.5","7.2","21.7","29.9","9,386.2"
20250519,"949.9","188.4","4.8","15.4","20.1","4,184.3","61.2","356.7","15.7","7.6","22.0","2,224.8","119.7","2,542.2","16.4","32.7","28.0","13,653.3"
20250516,"1,217.4","229.3","5.9","18.8","26.6","4,925.5","55.3","346.0","44.0","9.2","16.0","2,265.9","125.2","1,456.9","7.1","22.5","38.9","10,974.6"
20250515,"1,090.1","248.8","5.5","18.7","14.4","5,066.1","66.3","402.3","17.6","8.4","17.3","2,421.1","126.0","1,640.2","6.5","22.0","26.5","10,969.9"
20250514,"1,157.5","249.1","6.3","21.7","14.9","5,334.5","70.7","439.6","20.5","11.4","13.9","2,708.6","142.7","1,753.3","7.5","26.8","26.6","12,339.5"
20250513,"1,201.0","258.1","7.0","22.6","23.2","5,626.5","78.7","472.9","19.0","13.1","21.7","3,036.0","153.6","1,065.1","7.6","24.2","32.7","9,566.1"
20250512,"1,329.1","298.5","7.6","24.6","16.6","6,080.4","75.7","558.7","27.5","13.9","18.1","3,453.9","145.5","1,353.2","8.2","29.7","17.4","11,060.9"
20250509,"1,016.3","212.8","4.9","19.2","13.3","4,720.0","52.4","405.2","27.3","13.1","17.6","2,613.0","114.5","1,134.3","6.0","22.8","23.4","9,109.0"
20250508,"1,238.6","266.0","6.4","22.7","19.1","5,742.9","65.1","437.3","22.4","10.9","16.1","2,754.4","119.5","987.0","7.0","23.9","17.1","8,779.6"
20250507,"1,145.8","225.3","5.9","19.7","14.5","5,058.8","58.4","416.1","23.7","10.8","14.2","2,516.9","121.5","969.0","7.0","23.0","24.4","8,324.6"
20250506,"1,076.6","204.2","5.3","18.3","12.9","4,828.1","58.2","414.4","25.4","10.1","19.7","2,641.6","99.3","798.0","5.7","18.5","20.2","7,303.8"
20250505,"1,012.3","198.2","5.5","17.6","14.7","4,442.5","47.6","375.7","20.0","8.2","10.9","2,466.9","93.8","822.6","5.8","17.5","16.1","7,367.6"
20250502,"1,080.6","226.5","8.7","22.7","14.9","4,917.9","64.2","458.8","20.0","10.5","21.1","2,887.0","116.2","988.7","9.5","21.9","22.5","8,500.2"
20250501,"1,124.4","226.2","7.1","22.6","9.6","5,019.0","64.9","414.3","18.1","10.5","20.5","2,748.3","103.8","1,000.6","7.0","20.5","18.7","8,726.4"
20250430,"1,512.3","228.6","7.5","25.6","19.8","5,557.0","66.2","483.2","19.3","12.2","27.4","3,010.0","105.9","975.9","8.9","23.1","16.9","8,948.2"
20250429,"1,048.3","232.1","6.1","20.1","14.8","4,881.2","50.3","330.3","13.0","9.0","16.4","2,258.3","94.2","2,118.9","11.8","18.3","19.6","13,403.7"
20250428,"978.6","191.5","5.7","16.3","18.2","4,327.9","53.8","370.7","15.4","10.1","14.6","2,456.9","98.8","1,391.0","11.7","18.5","15.1","10,868.4"
20250425,"957.3","208.6","5.6","17.0","16.7","4,281.8","55.0","428.4","16.2","10.1","18.7","2,619.9","98.5","886.0","7.0","20.1","17.8","7,587.6"
20250424,"1,096.0","211.5","7.8","22.0","10.9","4,766.1","58.8","426.0","19.0","13.0","16.4","2,642.9","98.9","894.2","8.1","19.6","19.9","7,886.7"
20250423,"1,231.4","268.3","7.4","22.6","20.9","5,428.8","87.7","620.7","23.8","20.0","18.4","3,494.6","125.8","1,130.6","7.6","25.3","19.0","8,943.8"
20250422,"1,084.3","203.4","5.8","18.8","12.2","4,753.0","69.5","520.8","23.4","14.9","14.6","3,647.5","97.9","752.0","6.0","20.0","18.8","7,312.0"
20250421,"1,031.3","178.1","4.7","14.7","15.6","4,284.1","67.7","458.2","19.9","13.9","10.4","2,955.8","86.9","711.1","4.6","16.7","15.7","6,877.7"
20250417,"1,209.8","205.7","5.0","19.9","27.1","4,766.2","66.1","455.8","19.2","11.9","36.3","2,770.7","86.1","803.2","4.7","16.1","31.3","7,256.8"
20250416,"1,086.9","202.1","6.2","17.6","15.5","4,712.5","70.3","540.3","22.2","14.5","23.9","3,336.6","97.7","901.2","7.2","19.3","27.2","8,206.4"
20250415,"1,015.6","178.9","5.6","16.2","13.6","4,415.4","56.1","424.8","17.0","11.2","33.4","2,637.2","84.3","922.7","6.2","18.8","15.5","7,928.0"
20250414,"1,168.1","217.1","7.2","19.0","13.5","5,108.4","69.5","559.3","20.5","15.1","27.7","3,257.8","96.5","1,377.9","12.2","21.6","16.5","9,990.0"
20250411,"1,248.8","260.0","11.5","23.3","14.2","5,685.9","99.2","748.1","22.7","21.7","26.6","4,159.6","122.4","1,200.9","17.5","24.3","21.1","9,739.7"
20250410,"1,539.8","336.8","13.0","25.9","14.2","6,756.2","118.0","936.3","22.0","28.8","22.0","5,097.5","157.5","1,703.6","18.2","29.7","19.6","12,375.8"
20250409,"2,106.0","504.3","18.2","40.1","27.1","9,609.4","172.6","1,476.1","30.8","37.4","22.9","7,232.5","217.2","1,612.1","20.1","42.2","34.3","14,134.7"
20250408,"1,667.4","366.4","12.7","31.4","16.2","7,537.1","120.7","1,032.0","27.4","30.3","18.8","5,471.5","162.5","1,149.3","13.5","32.3","22.2","10,754.9"
20250407,"2,064.7","473.1","11.1","33.4","21.8","8,787.3","198.1","1,573.9","31.4","39.3","30.7","7,809.8","201.3","1,437.9","12.0","43.1","30.3","12,767.2"
20250404,"1,931.6","455.7","12.0","37.1","24.6","8,938.5","173.4","1,276.2","35.2","32.9","37.5","6,716.4","176.5","1,128.3","12.2","39.8","29.4","11,228.3"
20250403,"1,543.5","349.0","9.9","30.7","21.4","7,277.1","100.2","716.9","22.0","18.6","18.7","4,158.7","137.9","979.6","10.7","27.4","18.9","9,649.8"
20250402,"990.8","181.4","5.2","18.1","12.8","4,380.5","58.9","437.7","17.4","11.1","15.8","2,641.0","117.0","1,265.6","9.0","19.5","16.9","9,784.1"
20250401,"1,015.1","185.5","3.8","16.7","14.2","4,530.8","62.9","424.8","19.9","11.5","12.4","2,797.0","101.6","898.1","5.6","21.2","16.2","8,081.9"
20250331,"1,456.1","207.2","5.7","19.0","14.1","5,328.1","70.7","486.8","40.7","11.7","12.9","2,934.0","114.2","861.5","8.1","18.5","23.8","8,365.1"
20250328,"1,053.9","188.2","5.8","19.6","16.8","4,563.2","65.6","462.5","19.8","11.0","13.3","2,767.2","96.1","765.7","7.7","17.8","19.6","7,380.3"
20250327,"987.5","193.1","4.6","18.1","17.2","4,463.1","56.2","337.9","18.5","9.3","9.1","2,301.3","99.4","1,012.3","5.7","17.9","11.9","8,220.5"
20250326,"980.6","179.6","4.7","14.6","15.1","4,251.5","59.3","342.3","15.6","7.9","14.1","2,279.5","103.7","1,218.5","5.7","16.2","11.4","9,421.2"
20250325,"1,152.0","188.4","4.3","16.3","17.8","4,540.0","45.6","302.0","18.3","7.5","17.6","2,058.5","95.2","699.4","5.3","14.8","17.3","6,668.6"
20250324,"1,157.5","186.2","3.9","17.2","12.9","4,593.0","45.5","353.7","18.1","9.2","11.2","2,308.9","88.4","640.6","5.2","18.2","16.3","7,000.9"
20250321,"4,555.3","251.4","4.9","20.3","19.8","9,635.0","53.2","399.9","71.2","9.3","21.9","2,520.0","92.4","595.2","5.6","17.8","35.1","9,115.5"
20250320,"1,195.1","218.8","4.3","16.6","12.1","4,744.6","47.5","376.2","16.9","8.5","19.0","2,295.4","87.7","538.1","4.8","16.4","29.9","6,206.4"
20250319,"1,167.1","200.5","3.9","17.1","9.9","4,742.4","62.4","392.7","16.6","11.6","16.9","2,559.0","100.7","547.0","5.5","17.3","14.7","6,523.9"
20250318,"1,059.6","226.2","4.0","16.7","12.3","4,741.0","54.2","363.6","18.6","9.9","11.1","2,353.1","91.5","593.4","5.2","17.9","18.8","6,592.6"
20250317,"1,102.8","250.2","4.9","20.2","10.8","5,106.8","54.7","394.0","21.1","9.8","11.4","2,504.2","88.4","598.6","4.9","18.4","12.2","6,432.2"
20250314,"1,101.1","233.0","4.9","19.0","10.8","4,943.2","57.3","417.9","16.1","11.1","14.7","2,660.2","95.3","748.0","5.3","20.7","18.8","7,322.1"
20250313,"1,127.3","235.8","6.5","19.3","26.3","5,107.5","59.9","448.6","19.5","11.5","15.1","2,951.8","99.6","741.4","6.4","20.5","15.6","7,305.6"
20250312,"1,221.4","240.1","8.2","19.4","13.0","5,342.9","60.4","498.5","20.0","13.2","15.1","3,180.3","114.5","825.9","7.7","20.9","17.8","8,040.4"
20250311,"1,398.6","292.2","9.6","25.0","14.4","6,331.9","73.1","596.8","17.5","16.2","22.6","3,602.1","124.9","1,013.0","9.3","27.2","25.9","9,382.6"
20250310,"1,462.2","301.9","9.3","22.1","16.2","6,487.1","76.6","629.4","23.0","16.1","10.5","3,688.9","132.8","867.9","10.2","22.6","19.0","8,840.2"
20250307,"1,258.8","263.8","5.3","19.8","19.8","5,840.1","68.8","514.4","16.7","11.7","15.1","3,038.5","118.2","887.7","5.9","20.1","22.0","8,315.9"
20250306,"1,205.5","239.9","6.4","14.2","16.0","5,255.8","67.1","545.9","20.1","12.7","14.6","3,165.8","105.4","802.2","8.0","18.5","23.1","7,922.5"
20250305,"1,266.5","233.6","6.2","17.9","16.4","5,384.5","69.7","573.8","19.5","11.6","20.0","3,160.4","95.5","632.9","5.2","16.8","21.2","7,227.4"
20250304,"1,382.7","286.7","7.8","22.8","12.8","6,250.1","84.5","640.1","21.1","19.2","19.3","3,762.6","126.1","838.0","8.1","27.2","19.4","8,672.8"
20250303,"1,312.2","256.3","7.4","19.6","13.5","5,703.9","78.7","603.3","21.6","18.5","15.4","3,381.3","115.5","766.6","7.5","22.4","12.6","8,389.0"
20250228,"1,854.7","233.6","5.0","21.2","10.7","6,645.7","71.3","523.4","22.3","13.9","15.2","3,023.1","108.0","659.1","6.0","21.8","32.6","8,517.5"
20250227,"1,098.6","222.4","5.3","19.5","14.6","5,152.1","63.7","466.5","19.3","14.9","11.4","3,075.3","108.2","662.1","6.8","23.7","21.6","7,932.9"
20250226,"1,052.8","218.1","6.9","16.1","15.1","4,944.5","61.0","418.5","19.6","12.1","13.6","2,528.1","96.4","625.6","7.7","21.2","31.4","7,275.3"
20250225,"1,141.1","234.4","7.0","19.0","16.4","5,510.2","68.1","477.4","21.3","13.4","22.2","2,934.2","110.8","707.7","8.0","25.3","21.8","8,220.9"
20250224,"1,105.9","212.9","6.6","15.1","23.6","5,145.8","62.9","477.3","22.9","11.6","11.1","2,811.2","98.0","668.0","7.4","17.9","26.8","7,648.3"
